stress_id,c6_x,c6_y,gt_x,gt_y,scenario,difficulty,architecture,source_pair_id,c9_x,c9_y,candidate_score,candidate_agreement,c6_error_px,c9_error_px,jump_px,improvement_px,final_x,final_y,accepted,decision_reason,final_error_px,regression,catastrophic_final
145,272.0,816.0,272.0,816.0,reference_brightness,easy,dram,17,272.0,816.0,0.6582646505645715,0.5,0.0,0.0,0.0,0.0,272.0,816.0,False,cell6_already_good,0.0,False,False
146,272.0,816.0,272.0,816.0,search_brightness,easy,dram,17,272.0,816.0,0.6582646505645715,0.5,0.0,0.0,0.0,0.0,272.0,816.0,False,cell6_already_good,0.0,False,False
147,272.0,816.0,272.0,816.0,contrast_mismatch,medium,dram,17,272.0,816.0,0.6582646505645715,0.5,0.0,0.0,0.0,0.0,272.0,816.0,False,cell6_already_good,0.0,False,False
148,272.0,816.0,272.0,816.0,noise,medium,dram,17,272.0,816.0,0.6582646505645715,0.5,0.0,0.0,0.0,0.0,272.0,816.0,False,cell6_already_good,0.0,False,False
149,272.0,816.0,272.0,816.0,blur,medium,dram,17,272.0,816.0,0.6582646505645715,0.5,0.0,0.0,0.0,0.0,272.0,816.0,False,cell6_already_good,0.0,False,False
150,272.0,816.0,272.0,816.0,illumination,medium,dram,17,272.0,816.0,0.6582646505645715,0.5,0.0,0.0,0.0,0.0,272.0,816.0,False,cell6_already_good,0.0,False,False
151,272.0,816.0,272.0,816.0,reference_rotation,hard,dram,17,272.0,816.0,0.6582646505645715,0.5,0.0,0.0,0.0,0.0,272.0,816.0,False,cell6_already_good,0.0,False,False
152,271.0,815.0,272.0,816.0,reference_scale,hard,dram,17,271.0,815.0,0.6582646505645715,0.5,1.4142135623730951,1.4142135623730951,0.0,0.0,271.0,815.0,False,moderate_risk_cell6,1.4142135623730951,False,False
153,272.0,816.0,272.0,816.0,combined,hard,dram,17,272.0,816.0,0.6582646505645715,0.5,0.0,0.0,0.0,0.0,272.0,816.0,False,cell6_already_good,0.0,False,False
154,708.0,252.0,708.0,252.0,reference_brightness,easy,dram,18,708.0,252.0,0.6242595871005339,0.25,0.0,0.0,0.0,0.0,708.0,252.0,False,cell6_already_good,0.0,False,False
155,708.0,252.0,708.0,252.0,search_brightness,easy,dram,18,708.0,252.0,0.6242595871005339,0.25,0.0,0.0,0.0,0.0,708.0,252.0,False,cell6_already_good,0.0,False,False
156,708.0,252.0,708.0,252.0,contrast_mismatch,medium,dram,18,708.0,252.0,0.6242595871005339,0.25,0.0,0.0,0.0,0.0,708.0,252.0,False,cell6_already_good,0.0,False,False
157,708.0,252.0,708.0,252.0,noise,medium,dram,18,708.0,252.0,0.6242595871005339,0.25,0.0,0.0,0.0,0.0,708.0,252.0,False,cell6_already_good,0.0,False,False
158,708.0,252.0,708.0,252.0,blur,medium,dram,18,708.0,252.0,0.6242595871005339,0.25,0.0,0.0,0.0,0.0,708.0,252.0,False,cell6_already_good,0.0,False,False
159,708.0,252.0,708.0,252.0,illumination,medium,dram,18,708.0,252.0,0.6242595871005339,0.25,0.0,0.0,0.0,0.0,708.0,252.0,False,cell6_already_good,0.0,False,False
160,708.0,252.0,708.0,252.0,reference_rotation,hard,dram,18,708.0,252.0,0.6242595871005339,0.25,0.0,0.0,0.0,0.0,708.0,252.0,False,cell6_already_good,0.0,False,False
161,708.0,252.0,708.0,252.0,reference_scale,hard,dram,18,708.0,252.0,0.6242595871005339,0.25,0.0,0.0,0.0,0.0,708.0,252.0,False,cell6_already_good,0.0,False,False
162,708.0,252.0,708.0,252.0,combined,hard,dram,18,708.0,252.0,0.6242595871005339,0.25,0.0,0.0,0.0,0.0,708.0,252.0,False,cell6_already_good,0.0,False,False
163,636.0,237.0,636.0,237.0,reference_brightness,easy,dram,19,636.0,237.0,0.8050053589009943,0.25,0.0,0.0,0.0,0.0,636.0,237.0,False,cell6_already_good,0.0,False,False
164,636.0,237.0,636.0,237.0,search_brightness,easy,dram,19,636.0,237.0,0.8050053589009943,0.25,0.0,0.0,0.0,0.0,636.0,237.0,False,cell6_already_good,0.0,False,False
165,636.0,237.0,636.0,237.0,contrast_mismatch,medium,dram,19,636.0,237.0,0.8050053589009943,0.25,0.0,0.0,0.0,0.0,636.0,237.0,False,cell6_already_good,0.0,False,False
166,636.0,237.0,636.0,237.0,noise,medium,dram,19,636.0,237.0,0.8050053589009943,0.25,0.0,0.0,0.0,0.0,636.0,237.0,False,cell6_already_good,0.0,False,False
167,636.0,237.0,636.0,237.0,blur,medium,dram,19,636.0,237.0,0.8050053589009943,0.25,0.0,0.0,0.0,0.0,636.0,237.0,False,cell6_already_good,0.0,False,False
168,636.0,237.0,636.0,237.0,illumination,medium,dram,19,636.0,237.0,0.8050053589009943,0.25,0.0,0.0,0.0,0.0,636.0,237.0,False,cell6_already_good,0.0,False,False
169,636.0,237.0,636.0,237.0,reference_rotation,hard,dram,19,636.0,237.0,0.8050053589009943,0.25,0.0,0.0,0.0,0.0,636.0,237.0,False,cell6_already_good,0.0,False,False
170,636.0,236.0,636.0,237.0,reference_scale,hard,dram,19,636.0,236.0,0.8050053589009943,0.25,1.0,1.0,0.0,0.0,636.0,236.0,False,cell6_already_good,1.0,False,False
171,577.0,140.0,636.0,237.0,combined,hard,dram,19,539.0200794962876,451.94255262284224,0.8050053589009943,0.25,113.53413583587978,235.80798525268324,314.2461304428791,-122.27384941680346,577.0,140.0,False,catastrophic_risk_block,113.53413583587978,False,True
172,841.0,248.0,841.0,248.0,reference_brightness,easy,dram,20,841.0,248.0,0.6807510279607982,0.75,0.0,0.0,0.0,0.0,841.0,248.0,False,cell6_already_good,0.0,False,False
173,841.0,248.0,841.0,248.0,search_brightness,easy,dram,20,841.0,248.0,0.6807510279607982,0.75,0.0,0.0,0.0,0.0,841.0,248.0,False,cell6_already_good,0.0,False,False
174,841.0,248.0,841.0,248.0,contrast_mismatch,medium,dram,20,841.0,248.0,0.6807510279607982,0.75,0.0,0.0,0.0,0.0,841.0,248.0,False,cell6_already_good,0.0,False,False
175,841.0,248.0,841.0,248.0,noise,medium,dram,20,841.0,248.0,0.6807510279607982,0.75,0.0,0.0,0.0,0.0,841.0,248.0,False,cell6_already_good,0.0,False,False
176,841.0,248.0,841.0,248.0,blur,medium,dram,20,841.0,248.0,0.6807510279607982,0.75,0.0,0.0,0.0,0.0,841.0,248.0,False,cell6_already_good,0.0,False,False
177,841.0,248.0,841.0,248.0,illumination,medium,dram,20,841.0,248.0,0.6807510279607982,0.75,0.0,0.0,0.0,0.0,841.0,248.0,False,cell6_already_good,0.0,False,False
178,841.0,248.0,841.0,248.0,reference_rotation,hard,dram,20,841.0,248.0,0.6807510279607982,0.75,0.0,0.0,0.0,0.0,841.0,248.0,False,cell6_already_good,0.0,False,False
179,841.0,248.0,841.0,248.0,reference_scale,hard,dram,20,841.0,248.0,0.6807510279607982,0.75,0.0,0.0,0.0,0.0,841.0,248.0,False,cell6_already_good,0.0,False,False
180,841.0,248.0,841.0,248.0,combined,hard,dram,20,841.0,248.0,0.6807510279607982,0.75,0.0,0.0,0.0,0.0,841.0,248.0,False,cell6_already_good,0.0,False,False
181,143.0,465.0,143.0,465.0,reference_brightness,easy,finfet,21,143.0,465.0,0.7122200488085693,0.5,0.0,0.0,0.0,0.0,143.0,465.0,False,cell6_already_good,0.0,False,False
182,143.0,465.0,143.0,465.0,search_brightness,easy,finfet,21,143.0,465.0,0.7122200488085693,0.5,0.0,0.0,0.0,0.0,143.0,465.0,False,cell6_already_good,0.0,False,False
183,143.0,465.0,143.0,465.0,contrast_mismatch,medium,finfet,21,143.0,465.0,0.7122200488085693,0.5,0.0,0.0,0.0,0.0,143.0,465.0,False,cell6_already_good,0.0,False,False
184,143.0,465.0,143.0,465.0,noise,medium,finfet,21,143.0,465.0,0.7122200488085693,0.5,0.0,0.0,0.0,0.0,143.0,465.0,False,cell6_already_good,0.0,False,False
185,143.0,465.0,143.0,465.0,blur,medium,finfet,21,143.0,465.0,0.7122200488085693,0.5,0.0,0.0,0.0,0.0,143.0,465.0,False,cell6_already_good,0.0,False,False
186,143.0,465.0,143.0,465.0,illumination,medium,finfet,21,143.0,465.0,0.7122200488085693,0.5,0.0,0.0,0.0,0.0,143.0,465.0,False,cell6_already_good,0.0,False,False
187,143.0,465.0,143.0,465.0,reference_rotation,hard,finfet,21,143.0,465.0,0.7122200488085693,0.5,0.0,0.0,0.0,0.0,143.0,465.0,False,cell6_already_good,0.0,False,False
188,143.0,465.0,143.0,465.0,reference_scale,hard,finfet,21,143.0,465.0,0.7122200488085693,0.5,0.0,0.0,0.0,0.0,143.0,465.0,False,cell6_already_good,0.0,False,False
189,143.0,465.0,143.0,465.0,combined,hard,finfet,21,143.0,465.0,0.7122200488085693,0.5,0.0,0.0,0.0,0.0,143.0,465.0,False,cell6_already_good,0.0,False,False
190,395.0,828.0,395.0,828.0,reference_brightness,easy,finfet,22,395.0,828.0,0.7160618969735132,0.75,0.0,0.0,0.0,0.0,395.0,828.0,False,cell6_already_good,0.0,False,False
191,395.0,828.0,395.0,828.0,search_brightness,easy,finfet,22,395.0,828.0,0.7160618969735132,0.75,0.0,0.0,0.0,0.0,395.0,828.0,False,cell6_already_good,0.0,False,False
192,395.0,828.0,395.0,828.0,contrast_mismatch,medium,finfet,22,395.0,828.0,0.7160618969735132,0.75,0.0,0.0,0.0,0.0,395.0,828.0,False,cell6_already_good,0.0,False,False
193,395.0,828.0,395.0,828.0,noise,medium,finfet,22,395.0,828.0,0.7160618969735132,0.75,0.0,0.0,0.0,0.0,395.0,828.0,False,cell6_already_good,0.0,False,False
194,395.0,828.0,395.0,828.0,blur,medium,finfet,22,395.0,828.0,0.7160618969735132,0.75,0.0,0.0,0.0,0.0,395.0,828.0,False,cell6_already_good,0.0,False,False
195,395.0,828.0,395.0,828.0,illumination,medium,finfet,22,395.0,828.0,0.7160618969735132,0.75,0.0,0.0,0.0,0.0,395.0,828.0,False,cell6_already_good,0.0,False,False
196,395.0,828.0,395.0,828.0,reference_rotation,hard,finfet,22,395.0,828.0,0.7160618969735132,0.75,0.0,0.0,0.0,0.0,395.0,828.0,False,cell6_already_good,0.0,False,False
197,395.0,828.0,395.0,828.0,reference_scale,hard,finfet,22,395.0,828.0,0.7160618969735132,0.75,0.0,0.0,0.0,0.0,395.0,828.0,False,cell6_already_good,0.0,False,False
198,394.0,828.0,395.0,828.0,combined,hard,finfet,22,394.0,828.0,0.7160618969735132,0.75,1.0,1.0,0.0,0.0,394.0,828.0,False,cell6_already_good,1.0,False,False
199,862.0,721.0,862.0,721.0,reference_brightness,easy,finfet,23,862.0,721.0,0.6919447210546914,0.75,0.0,0.0,0.0,0.0,862.0,721.0,False,cell6_already_good,0.0,False,False
200,862.0,721.0,862.0,721.0,search_brightness,easy,finfet,23,862.0,721.0,0.6919446954252297,0.75,0.0,0.0,0.0,0.0,862.0,721.0,False,cell6_already_good,0.0,False,False
201,862.0,721.0,862.0,721.0,contrast_mismatch,medium,finfet,23,862.0,721.0,0.6919447210546914,0.75,0.0,0.0,0.0,0.0,862.0,721.0,False,cell6_already_good,0.0,False,False
202,862.0,721.0,862.0,721.0,noise,medium,finfet,23,862.0,721.0,0.6919446954252297,0.75,0.0,0.0,0.0,0.0,862.0,721.0,False,cell6_already_good,0.0,False,False
203,862.0,721.0,862.0,721.0,blur,medium,finfet,23,862.0,721.0,0.6919447210546914,0.75,0.0,0.0,0.0,0.0,862.0,721.0,False,cell6_already_good,0.0,False,False
204,862.0,721.0,862.0,721.0,illumination,medium,finfet,23,862.0,721.0,0.6919446954252297,0.75,0.0,0.0,0.0,0.0,862.0,721.0,False,cell6_already_good,0.0,False,False
205,862.0,721.0,862.0,721.0,reference_rotation,hard,finfet,23,862.0,721.0,0.6919447210546914,0.75,0.0,0.0,0.0,0.0,862.0,721.0,False,cell6_already_good,0.0,False,False
206,862.0,721.0,862.0,721.0,reference_scale,hard,finfet,23,862.0,721.0,0.6919446954252297,0.75,0.0,0.0,0.0,0.0,862.0,721.0,False,cell6_already_good,0.0,False,False
207,861.0,720.0,862.0,721.0,combined,hard,finfet,23,861.0,720.0,0.6919447210546914,0.75,1.4142135623730951,1.4142135623730951,0.0,0.0,861.0,720.0,False,moderate_risk_cell6,1.4142135623730951,False,False
208,373.0,549.0,373.0,549.0,reference_brightness,easy,finfet,24,373.0,549.0,0.7504196404946947,0.5,0.0,0.0,0.0,0.0,373.0,549.0,False,cell6_already_good,0.0,False,False
209,373.0,549.0,373.0,549.0,search_brightness,easy,finfet,24,373.0,549.0,0.7504196418192971,0.5,0.0,0.0,0.0,0.0,373.0,549.0,False,cell6_already_good,0.0,False,False
210,373.0,549.0,373.0,549.0,contrast_mismatch,medium,finfet,24,373.0,549.0,0.7504196404946947,0.5,0.0,0.0,0.0,0.0,373.0,549.0,False,cell6_already_good,0.0,False,False
211,373.0,549.0,373.0,549.0,noise,medium,finfet,24,373.0,549.0,0.7504196418192971,0.5,0.0,0.0,0.0,0.0,373.0,549.0,False,cell6_already_good,0.0,False,False
212,373.0,549.0,373.0,549.0,blur,medium,finfet,24,373.0,549.0,0.7504196404946947,0.5,0.0,0.0,0.0,0.0,373.0,549.0,False,cell6_already_good,0.0,False,False
213,373.0,549.0,373.0,549.0,illumination,medium,finfet,24,373.0,549.0,0.7504196418192971,0.5,0.0,0.0,0.0,0.0,373.0,549.0,False,cell6_already_good,0.0,False,False
214,373.0,549.0,373.0,549.0,reference_rotation,hard,finfet,24,373.0,549.0,0.7504196404946947,0.5,0.0,0.0,0.0,0.0,373.0,549.0,False,cell6_already_good,0.0,False,False
215,373.0,548.0,373.0,549.0,reference_scale,hard,finfet,24,373.0,548.0,0.7504196418192971,0.5,1.0,1.0,0.0,0.0,373.0,548.0,False,cell6_already_good,1.0,False,False
216,373.0,549.0,373.0,549.0,combined,hard,finfet,24,373.0,549.0,0.7504196404946947,0.5,0.0,0.0,0.0,0.0,373.0,549.0,False,cell6_already_good,0.0,False,False
217,86.0,323.0,86.0,323.0,reference_brightness,easy,finfet,25,86.0,323.0,0.7895005101001046,0.75,0.0,0.0,0.0,0.0,86.0,323.0,False,cell6_already_good,0.0,False,False
218,86.0,323.0,86.0,323.0,search_brightness,easy,finfet,25,86.0,323.0,0.789500510125221,0.75,0.0,0.0,0.0,0.0,86.0,323.0,False,cell6_already_good,0.0,False,False
219,86.0,323.0,86.0,323.0,contrast_mismatch,medium,finfet,25,86.0,323.0,0.7895005101001046,0.75,0.0,0.0,0.0,0.0,86.0,323.0,False,cell6_already_good,0.0,False,False
220,86.0,323.0,86.0,323.0,noise,medium,finfet,25,86.0,323.0,0.789500510125221,0.75,0.0,0.0,0.0,0.0,86.0,323.0,False,cell6_already_good,0.0,False,False
221,86.0,323.0,86.0,323.0,blur,medium,finfet,25,86.0,323.0,0.7895005101001046,0.75,0.0,0.0,0.0,0.0,86.0,323.0,False,cell6_already_good,0.0,False,False
222,86.0,323.0,86.0,323.0,illumination,medium,finfet,25,86.0,323.0,0.789500510125221,0.75,0.0,0.0,0.0,0.0,86.0,323.0,False,cell6_already_good,0.0,False,False
223,86.0,323.0,86.0,323.0,reference_rotation,hard,finfet,25,86.0,323.0,0.7895005101001046,0.75,0.0,0.0,0.0,0.0,86.0,323.0,False,cell6_already_good,0.0,False,False
224,86.0,324.0,86.0,323.0,reference_scale,hard,finfet,25,86.0,324.0,0.789500510125221,0.75,1.0,1.0,0.0,0.0,86.0,324.0,False,cell6_already_good,1.0,False,False
225,86.0,322.0,86.0,323.0,combined,hard,finfet,25,86.0,322.0,0.7895005101001046,0.75,1.0,1.0,0.0,0.0,86.0,322.0,False,cell6_already_good,1.0,False,False
226,888.0,255.0,888.0,255.0,reference_brightness,easy,finfet,26,888.0,255.0,0.8099199736532449,1.0,0.0,0.0,0.0,0.0,888.0,255.0,False,cell6_already_good,0.0,False,False
227,888.0,255.0,888.0,255.0,search_brightness,easy,finfet,26,888.0,255.0,0.8099199736687569,1.0,0.0,0.0,0.0,0.0,888.0,255.0,False,cell6_already_good,0.0,False,False
228,888.0,255.0,888.0,255.0,contrast_mismatch,medium,finfet,26,888.0,255.0,0.8099199736532449,1.0,0.0,0.0,0.0,0.0,888.0,255.0,False,cell6_already_good,0.0,False,False
229,888.0,255.0,888.0,255.0,noise,medium,finfet,26,888.0,255.0,0.8099199736687569,1.0,0.0,0.0,0.0,0.0,888.0,255.0,False,cell6_already_good,0.0,False,False
230,888.0,255.0,888.0,255.0,blur,medium,finfet,26,888.0,255.0,0.8099199736532449,1.0,0.0,0.0,0.0,0.0,888.0,255.0,False,cell6_already_good,0.0,False,False
231,888.0,255.0,888.0,255.0,illumination,medium,finfet,26,888.0,255.0,0.8099199736687569,1.0,0.0,0.0,0.0,0.0,888.0,255.0,False,cell6_already_good,0.0,False,False
232,888.0,255.0,888.0,255.0,reference_rotation,hard,finfet,26,888.0,255.0,0.8099199736532449,1.0,0.0,0.0,0.0,0.0,888.0,255.0,False,cell6_already_good,0.0,False,False
233,888.0,255.0,888.0,255.0,reference_scale,hard,finfet,26,888.0,255.0,0.8099199736687569,1.0,0.0,0.0,0.0,0.0,888.0,255.0,False,cell6_already_good,0.0,False,False
234,888.0,255.0,888.0,255.0,combined,hard,finfet,26,888.0,255.0,0.8099199736532449,1.0,0.0,0.0,0.0,0.0,888.0,255.0,False,cell6_already_good,0.0,False,False
235,860.0,249.0,860.0,249.0,reference_brightness,easy,finfet,27,860.0,249.0,0.705473556287151,0.75,0.0,0.0,0.0,0.0,860.0,249.0,False,cell6_already_good,0.0,False,False
236,860.0,249.0,860.0,249.0,search_brightness,easy,finfet,27,860.0,249.0,0.705473556287151,0.75,0.0,0.0,0.0,0.0,860.0,249.0,False,cell6_already_good,0.0,False,False
237,860.0,249.0,860.0,249.0,contrast_mismatch,medium,finfet,27,860.0,249.0,0.705473556287151,0.75,0.0,0.0,0.0,0.0,860.0,249.0,False,cell6_already_good,0.0,False,False
238,860.0,249.0,860.0,249.0,noise,medium,finfet,27,860.0,249.0,0.705473556287151,0.75,0.0,0.0,0.0,0.0,860.0,249.0,False,cell6_already_good,0.0,False,False
239,860.0,249.0,860.0,249.0,blur,medium,finfet,27,860.0,249.0,0.705473556287151,0.75,0.0,0.0,0.0,0.0,860.0,249.0,False,cell6_already_good,0.0,False,False
240,860.0,249.0,860.0,249.0,illumination,medium,finfet,27,860.0,249.0,0.705473556287151,0.75,0.0,0.0,0.0,0.0,860.0,249.0,False,cell6_already_good,0.0,False,False
241,860.0,249.0,860.0,249.0,reference_rotation,hard,finfet,27,860.0,249.0,0.705473556287151,0.75,0.0,0.0,0.0,0.0,860.0,249.0,False,cell6_already_good,0.0,False,False
242,860.0,248.0,860.0,249.0,reference_scale,hard,finfet,27,860.0,248.0,0.705473556287151,0.75,1.0,1.0,0.0,0.0,860.0,248.0,False,cell6_already_good,1.0,False,False
243,861.0,249.0,860.0,249.0,combined,hard,finfet,27,861.0,249.0,0.705473556287151,0.75,1.0,1.0,0.0,0.0,861.0,249.0,False,cell6_already_good,1.0,False,False
244,84.0,416.0,84.0,416.0,reference_brightness,easy,finfet,28,84.0,416.0,0.7109844133164073,0.75,0.0,0.0,0.0,0.0,84.0,416.0,False,cell6_already_good,0.0,False,False
245,84.0,416.0,84.0,416.0,search_brightness,easy,finfet,28,84.0,416.0,0.7109844132163595,0.75,0.0,0.0,0.0,0.0,84.0,416.0,False,cell6_already_good,0.0,False,False
246,84.0,416.0,84.0,416.0,contrast_mismatch,medium,finfet,28,84.0,416.0,0.7109844133164073,0.75,0.0,0.0,0.0,0.0,84.0,416.0,False,cell6_already_good,0.0,False,False
247,84.0,416.0,84.0,416.0,noise,medium,finfet,28,84.0,416.0,0.7109844132163595,0.75,0.0,0.0,0.0,0.0,84.0,416.0,False,cell6_already_good,0.0,False,False
248,84.0,416.0,84.0,416.0,blur,medium,finfet,28,84.0,416.0,0.7109844133164073,0.75,0.0,0.0,0.0,0.0,84.0,416.0,False,cell6_already_good,0.0,False,False
249,84.0,416.0,84.0,416.0,illumination,medium,finfet,28,84.0,416.0,0.7109844132163595,0.75,0.0,0.0,0.0,0.0,84.0,416.0,False,cell6_already_good,0.0,False,False
250,84.0,416.0,84.0,416.0,reference_rotation,hard,finfet,28,84.0,416.0,0.7109844133164073,0.75,0.0,0.0,0.0,0.0,84.0,416.0,False,cell6_already_good,0.0,False,False
251,84.0,416.0,84.0,416.0,reference_scale,hard,finfet,28,84.0,416.0,0.7109844132163595,0.75,0.0,0.0,0.0,0.0,84.0,416.0,False,cell6_already_good,0.0,False,False
252,84.0,416.0,84.0,416.0,combined,hard,finfet,28,84.0,416.0,0.7109844133164073,0.75,0.0,0.0,0.0,0.0,84.0,416.0,False,cell6_already_good,0.0,False,False
253,908.0,693.0,908.0,693.0,reference_brightness,easy,finfet,29,908.0,693.0,0.6892401806756018,0.25,0.0,0.0,0.0,0.0,908.0,693.0,False,cell6_already_good,0.0,False,False
254,908.0,693.0,908.0,693.0,search_brightness,easy,finfet,29,908.0,693.0,0.6892401806756018,0.25,0.0,0.0,0.0,0.0,908.0,693.0,False,cell6_already_good,0.0,False,False
255,908.0,693.0,908.0,693.0,contrast_mismatch,medium,finfet,29,908.0,693.0,0.6892401806756018,0.25,0.0,0.0,0.0,0.0,908.0,693.0,False,cell6_already_good,0.0,False,False
256,908.0,693.0,908.0,693.0,noise,medium,finfet,29,908.0,693.0,0.6892401806756018,0.25,0.0,0.0,0.0,0.0,908.0,693.0,False,cell6_already_good,0.0,False,False
257,908.0,693.0,908.0,693.0,blur,medium,finfet,29,908.0,693.0,0.6892401806756018,0.25,0.0,0.0,0.0,0.0,908.0,693.0,False,cell6_already_good,0.0,False,False
258,908.0,693.0,908.0,693.0,illumination,medium,finfet,29,908.0,693.0,0.6892401806756018,0.25,0.0,0.0,0.0,0.0,908.0,693.0,False,cell6_already_good,0.0,False,False
259,908.0,693.0,908.0,693.0,reference_rotation,hard,finfet,29,908.0,693.0,0.6892401806756018,0.25,0.0,0.0,0.0,0.0,908.0,693.0,False,cell6_already_good,0.0,False,False
260,907.0,693.0,908.0,693.0,reference_scale,hard,finfet,29,907.0,693.0,0.6892401806756018,0.25,1.0,1.0,0.0,0.0,907.0,693.0,False,cell6_already_good,1.0,False,False
261,908.0,692.0,908.0,693.0,combined,hard,finfet,29,908.0,692.0,0.6892401806756018,0.25,1.0,1.0,0.0,0.0,908.0,692.0,False,cell6_already_good,1.0,False,False
262,764.0,772.0,764.0,772.0,reference_brightness,easy,finfet,30,764.0,772.0,0.7639148623874736,0.75,0.0,0.0,0.0,0.0,764.0,772.0,False,cell6_already_good,0.0,False,False
263,764.0,772.0,764.0,772.0,search_brightness,easy,finfet,30,764.0,772.0,0.7639148623819392,0.75,0.0,0.0,0.0,0.0,764.0,772.0,False,cell6_already_good,0.0,False,False
264,764.0,772.0,764.0,772.0,contrast_mismatch,medium,finfet,30,764.0,772.0,0.7639148623874736,0.75,0.0,0.0,0.0,0.0,764.0,772.0,False,cell6_already_good,0.0,False,False
265,764.0,772.0,764.0,772.0,noise,medium,finfet,30,764.0,772.0,0.7639148623819392,0.75,0.0,0.0,0.0,0.0,764.0,772.0,False,cell6_already_good,0.0,False,False
266,764.0,772.0,764.0,772.0,blur,medium,finfet,30,764.0,772.0,0.7639148623874736,0.75,0.0,0.0,0.0,0.0,764.0,772.0,False,cell6_already_good,0.0,False,False
267,764.0,772.0,764.0,772.0,illumination,medium,finfet,30,764.0,772.0,0.7639148623819392,0.75,0.0,0.0,0.0,0.0,764.0,772.0,False,cell6_already_good,0.0,False,False
268,764.0,772.0,764.0,772.0,reference_rotation,hard,finfet,30,764.0,772.0,0.7639148623874736,0.75,0.0,0.0,0.0,0.0,764.0,772.0,False,cell6_already_good,0.0,False,False
269,764.0,772.0,764.0,772.0,reference_scale,hard,finfet,30,764.0,772.0,0.7639148623819392,0.75,0.0,0.0,0.0,0.0,764.0,772.0,False,cell6_already_good,0.0,False,False
270,764.0,772.0,764.0,772.0,combined,hard,finfet,30,764.0,772.0,0.7639148623874736,0.75,0.0,0.0,0.0,0.0,764.0,772.0,False,cell6_already_good,0.0,False,False
271,486.0,312.0,486.0,312.0,reference_brightness,easy,finfet,31,486.0,312.0,0.7760955752037173,0.75,0.0,0.0,0.0,0.0,486.0,312.0,False,cell6_already_good,0.0,False,False
272,486.0,312.0,486.0,312.0,search_brightness,easy,finfet,31,486.0,312.0,0.7760955752037173,0.75,0.0,0.0,0.0,0.0,486.0,312.0,False,cell6_already_good,0.0,False,False
273,486.0,312.0,486.0,312.0,contrast_mismatch,medium,finfet,31,486.0,312.0,0.7760955752037173,0.75,0.0,0.0,0.0,0.0,486.0,312.0,False,cell6_already_good,0.0,False,False
274,486.0,312.0,486.0,312.0,noise,medium,finfet,31,486.0,312.0,0.7760955752037173,0.75,0.0,0.0,0.0,0.0,486.0,312.0,False,cell6_already_good,0.0,False,False
275,486.0,312.0,486.0,312.0,blur,medium,finfet,31,486.0,312.0,0.7760955752037173,0.75,0.0,0.0,0.0,0.0,486.0,312.0,False,cell6_already_good,0.0,False,False
276,486.0,312.0,486.0,312.0,illumination,medium,finfet,31,486.0,312.0,0.7760955752037173,0.75,0.0,0.0,0.0,0.0,486.0,312.0,False,cell6_already_good,0.0,False,False
277,486.0,312.0,486.0,312.0,reference_rotation,hard,finfet,31,486.0,312.0,0.7760955752037173,0.75,0.0,0.0,0.0,0.0,486.0,312.0,False,cell6_already_good,0.0,False,False
278,486.0,312.0,486.0,312.0,reference_scale,hard,finfet,31,486.0,312.0,0.7760955752037173,0.75,0.0,0.0,0.0,0.0,486.0,312.0,False,cell6_already_good,0.0,False,False
279,486.0,313.0,486.0,312.0,combined,hard,finfet,31,486.0,313.0,0.7760955752037173,0.75,1.0,1.0,0.0,0.0,486.0,313.0,False,cell6_already_good,1.0,False,False
280,572.0,580.0,572.0,580.0,reference_brightness,easy,finfet,32,572.0,580.0,0.8058567253213135,0.75,0.0,0.0,0.0,0.0,572.0,580.0,False,cell6_already_good,0.0,False,False
281,572.0,580.0,572.0,580.0,search_brightness,easy,finfet,32,572.0,580.0,0.8058567253213135,0.75,0.0,0.0,0.0,0.0,572.0,580.0,False,cell6_already_good,0.0,False,False
282,572.0,580.0,572.0,580.0,contrast_mismatch,medium,finfet,32,572.0,580.0,0.8058567253213135,0.75,0.0,0.0,0.0,0.0,572.0,580.0,False,cell6_already_good,0.0,False,False
283,572.0,580.0,572.0,580.0,noise,medium,finfet,32,572.0,580.0,0.8058567253213135,0.75,0.0,0.0,0.0,0.0,572.0,580.0,False,cell6_already_good,0.0,False,False
284,572.0,580.0,572.0,580.0,blur,medium,finfet,32,572.0,580.0,0.8058567253213135,0.75,0.0,0.0,0.0,0.0,572.0,580.0,False,cell6_already_good,0.0,False,False
285,572.0,580.0,572.0,580.0,illumination,medium,finfet,32,572.0,580.0,0.8058567253213135,0.75,0.0,0.0,0.0,0.0,572.0,580.0,False,cell6_already_good,0.0,False,False
286,572.0,580.0,572.0,580.0,reference_rotation,hard,finfet,32,572.0,580.0,0.8058567253213135,0.75,0.0,0.0,0.0,0.0,572.0,580.0,False,cell6_already_good,0.0,False,False
287,572.0,580.0,572.0,580.0,reference_scale,hard,finfet,32,572.0,580.0,0.8058567253213135,0.75,0.0,0.0,0.0,0.0,572.0,580.0,False,cell6_already_good,0.0,False,False
288,573.0,581.0,572.0,580.0,combined,hard,finfet,32,573.2289028744328,580.8044267294125,0.8058567253213135,0.75,1.4142135623730951,1.4687765785791218,0.3010737950933297,-0.05456301620602666,573.0,581.0,False,moderate_risk_cell6,1.4142135623730951,False,False
